Repo Name,Repo Size (KB),Has Commit 30,Has Commit 60,Has Commit 90,Has Commit 180,Has Commit 365
hanks-zyh/HTextView,9880,False,False,False,False,False
wasabeef/Blurry,2286,False,False,False,False,False
dromara/lamp-cloud,48602,True,True,True,True,True
daimajia/AndroidImageSlider,2165,False,False,False,False,False
TeamAmaze/AmazeFileManager,62277,True,True,True,True,True
jagrosh/MusicBot,7798,False,False,False,False,True
hongyangAndroid/FlowLayout,910,False,False,False,False,False
amlcurran/ShowcaseView,15237,False,False,False,False,False
redis/lettuce,24647,True,True,True,True,True
TommyLemon/Android-ZBLibrary,32789,False,False,False,True,True
ZHENFENG13/spring-boot-projects,14626,False,False,False,False,False
ElderDrivers/EdXposed,12036,False,False,False,False,False
knightliao/disconf,8619,False,False,False,False,False
nhaarman/ListViewAnimations,25513,False,False,False,False,False
jeequan/jeepay,6619,True,True,True,True,True
baidu/uid-generator,390,False,False,False,False,False
emilsjolander/StickyListHeaders,3866,False,False,False,False,False
JanusGraph/janusgraph,60799,True,True,True,True,True
wuhaoyu1990/MagicCamera,17476,False,False,False,False,False
meefik/linuxdeploy,53204,False,False,False,False,False
sockeqwe/mosby,26564,False,False,False,False,False
danikula/AndroidVideoCache,116062,False,False,False,False,False
alibaba/freeline,75385,False,False,False,False,False
scribejava/scribejava,2624,False,False,False,True,True
dm77/barcodescanner,10971,False,False,False,False,False
CeuiLiSA/Pixiv-Shaft,174957,False,True,True,True,True
KeepSafe/TapTargetView,4429,False,False,False,False,True
spring-projects/spring-ai,85158,True,True,True,True,True
facebookarchive/rebound,23623,False,False,False,False,False
motianhuo/wechat,96503,False,False,False,False,False
apache/dubbo-spring-boot-project,1557,False,False,False,False,False
Jasonchenlijian/FastBle,35234,False,False,False,False,False
socketio/socket.io-client-java,2401,False,False,False,True,True
alibaba/jetcache,3843,False,True,True,True,True
Evernote/android-job,1860,False,False,False,False,False
jgilfelt/SystemBarTint,1099,False,False,False,False,False
facebookarchive/shimmer-android,4787,False,False,False,False,False
commonsguy/cw-omnibus,75165,False,False,False,False,False
apache/hbase,498692,True,True,True,True,True
apache/nifi,280113,True,True,True,True,True
XRecyclerView/XRecyclerView,6529,False,False,False,False,False
h6ah4i/android-advancedrecyclerview,9111,False,False,False,False,False
apache/groovy,218583,True,True,True,True,True
201206030/novel,99466,False,True,True,True,True
spring-projects/spring-data-examples,17743,True,True,True,True,True
mybatis/generator,61987,True,True,True,True,True
evant/gradle-retrolambda,609,False,False,False,False,False
PhilippC/keepass2android,89626,True,True,True,True,True
coobird/thumbnailator,11405,False,False,True,True,True
ddd-by-examples/library,48023,False,False,False,False,False
xxv/android-lifecycle,3027,False,False,False,False,False
yixia/VitamioBundle,186316,False,False,False,False,False
google/google-authenticator,2433,False,False,False,False,False
00-Evan/shattered-pixel-dungeon,171766,False,False,True,True,True
zfdang/Android-Touch-Helper,156370,False,False,False,False,True
strimzi/strimzi-kafka-operator,97821,True,True,True,True,True
Yalantis/Side-Menu.Android,1048,False,False,False,False,False
thinkaurelius/titan,91250,False,False,False,False,False
lingochamp/okdownload,8129,False,False,False,False,False
LFDT-web3j/web3j,11334,True,True,True,True,True
lucasr/twoway-view,2554,False,False,False,False,False
CodingDocs/springboot-guide,5354,False,False,False,False,False
razerdp/BasePopup,20627,False,False,False,False,False
Karumi/Dexter,2928,False,False,False,False,False
Clans/FloatingActionButton,3389,False,False,False,False,False
mik3y/usb-serial-for-android,945,False,True,True,True,True
huangyanbin/smartTable,63951,False,False,False,False,False
hustcc/JS-Sorting-Algorithm,3636,False,False,False,False,False
Doikki/DKVideoPlayer,90266,False,False,False,False,False
careercup/ctci,2169,False,False,False,False,False
citerus/dddsample-core,8532,True,True,True,True,True
ikarus23/MifareClassicTool,7542,False,False,False,True,True
square/otto,703,False,False,False,False,False
CaffeineMC/sodium,7272,True,True,True,True,True
android/views-widgets-samples,63753,True,True,True,True,True
remkop/picocli,84812,True,True,True,True,True
microsoft/typespec,71445,True,True,True,True,True
bitcoinj/bitcoinj,27783,True,True,True,True,True
Suwayomi/Suwayomi-Server,48425,True,True,True,True,True
pmd/pmd,521818,True,True,True,True,True
reactor/reactor-core,65594,True,True,True,True,True
rubenlagus/TelegramBots,3867,False,True,True,True,True
osmandapp/OsmAnd,976235,True,True,True,True,True
brianfrankcooper/YCSB,32686,True,True,True,True,True
houbb/sensitive-word,5680,True,True,True,True,True
j-easy/easy-rules,1776,False,False,False,False,False
novicezk/midjourney-proxy,5865,False,True,True,True,True
alibaba/QLExpress,2803,False,True,True,True,True
deathmarine/Luyten,5857,False,False,False,False,False
wequick/Small,7023,False,False,False,False,False
natario1/CameraView,30122,False,False,False,False,True
liquibase/liquibase,218128,True,True,True,True,True
OpenTSDB/opentsdb,41493,False,False,False,True,True
zhanglei-workspace/shopping-management-system,4353,False,False,False,False,False
tonikelope/megabasterd,85025,False,False,True,True,True
Fuzion24/JustTrustMe,434,False,False,False,False,True
sofastack/sofa-boot,4830,True,True,True,True,True
LWJGL/lwjgl3,128578,True,True,True,True,True
GeyserMC/Geyser,32174,True,True,True,True,True
cinit/QAuxiliary,8386,True,True,True,True,True
Trinea/android-common,1253,False,False,False,False,False
yipianfengye/android-zxingLibrary,10170,False,False,False,False,False
rubensousa/GravitySnapHelper,83050,False,False,False,False,False
xuexiangjys/XUI,279853,False,True,True,True,True
spring-projects/spring-authorization-server,6183,True,True,True,True,True
alibaba/UltraViewPager,8873,False,False,False,False,False
orhanobut/dialogplus,6790,False,False,False,False,False
DingMouRen/LayoutManagerGroup,45688,False,False,False,False,False
runelite/runelite,88122,True,True,True,True,True
spring-attic/spring-mvc-showcase,765,False,False,False,False,False
jankotek/mapdb,10247,False,False,False,False,True
JodaOrg/joda-time,12937,False,True,True,True,True
youlookwhat/CloudReader,95431,False,True,True,True,True
Exrick/xpay,12147,False,False,False,False,True
tianshiyeben/wgcloud,48558,False,False,False,False,True
frogermcs/InstaMaterial,4531,False,False,False,False,False
oshi/oshi,334308,True,True,True,True,True
2227324689/gpmall,56925,False,False,False,False,False
CellularPrivacy/Android-IMSI-Catcher-Detector,11270,False,True,True,True,True
youlookwhat/DesignPattern,4512,False,False,False,False,False
amitshekhariitbhu/RxJava2-Android-Samples,498,False,False,False,False,True
Devlight/NavigationTabBar,389,False,False,False,False,False
baomidou/dynamic-datasource,1165,False,False,True,True,True
line/armeria,253183,True,True,True,True,True
LaurieWired/GhidraMCP,178,False,True,True,True,True
apache/ignite,464842,True,True,True,True,True
react-native-linear-gradient/react-native-linear-gradient,2251,False,False,True,True,True
traex/RippleEffect,833,False,False,False,False,False
spring-cloud/spring-cloud-netflix,20626,True,True,True,True,True
Ramotion/folding-cell-android,26341,False,False,False,False,False
hneemann/Digital,39678,True,True,True,True,True
jindrapetrik/jpexs-decompiler,295053,True,True,True,True,True
roncoo/roncoo-pay,18383,False,False,False,False,False
lugg/react-native-config,3835,False,False,False,True,True
diffplug/spotless,20790,True,True,True,True,True
killbill/killbill,681586,True,True,True,True,True
bisq-network/bisq,869353,False,True,True,True,True
querydsl/querydsl,51712,True,True,True,True,True
DiUS/java-faker,6147,False,False,False,False,False
WuKongOpenSource/WukongCRM-11.0-JAVA,114411,False,False,False,False,False
cglib/cglib,4944,False,False,False,False,False
apache/calcite,107270,True,True,True,True,True
reactive-streams/reactive-streams-jvm,1846,False,False,False,False,False
killme2008/aviatorscript,13142,False,False,False,False,True
orientechnologies/orientdb,296366,True,True,True,True,True
mcxiaoke/packer-ng-plugin,1458,False,False,False,False,False
andkulikov/Transitions-Everywhere,1247,False,False,False,False,False
claritylab/lucida,1352332,False,False,False,False,False
rstudio/rstudio,1021976,True,True,True,True,True
react-native-webrtc/react-native-webrtc,431979,True,True,True,True,True
javastacks/spring-boot-best-practice,218,False,True,True,True,True
TheoKanning/openai-java,547,False,False,False,False,True
fuzhengwei/small-spring,10594,False,False,False,False,False
saiwu-bigkoo/Android-ConvenientBanner,12540,False,False,False,False,False
ronmamo/reflections,1064,False,False,False,False,False
etsy/AndroidStaggeredGrid,878,False,False,False,False,False
tuguangquan/mybatis,50815,False,False,False,False,False
mock-server/mockserver,51960,True,True,True,True,True
google/cameraview,256,False,False,False,False,False
nisrulz/android-tips-tricks,34241,False,False,False,False,False
kyleduo/SwitchButton,12162,False,False,False,False,False
hongyangAndroid/baseAdapter,724,False,False,False,False,False
Sayi/poi-tl,102717,False,True,True,True,True
hansonwang99/Spring-Boot-In-Action,15827,False,False,False,False,False
jgilfelt/chuck,1899,False,False,False,False,False
spring-attic/spring-security-oauth,7273,False,False,False,False,False
firebase/FirebaseUI-Android,28666,True,True,True,True,True
pardom-zz/ActiveAndroid,18083,False,False,False,False,False
zq2599/blog_demos,247898,False,False,False,False,False
spring-cloud/spring-cloud-gateway,13284,True,True,True,True,True
wdullaer/MaterialDateTimePicker,2001,False,False,False,False,False
zlt2000/microservices-platform,300854,True,True,True,True,True
Docile-Alligator/Infinity-For-Reddit,29513,True,True,True,True,True
SPLWare/esProc,1102431,True,True,True,True,True
gabrielemariotti/cardslib,30628,False,False,False,False,False
dunwu/db-tutorial,13001,False,False,False,False,True
cjlin1/libsvm,9740,True,True,True,True,True
romandanylyk/PageIndicatorView,33988,False,False,False,False,False
Heeexy/SpringBoot-Shiro-Vue,418,False,False,False,False,True
stleary/JSON-java,3143,True,True,True,True,True
apache/maven,86361,True,True,True,True,True
allure-framework/allure2,14881,True,True,True,True,True
micrometer-metrics/micrometer,37323,True,True,True,True,True
SplashCodes/JAViewer,2335,False,False,False,False,False
nextcloud/android,506923,True,True,True,True,True
fast-excel/fastexcel,24061,True,True,True,True,True
saysky/ForestBlog,52149,False,False,False,False,True
Netflix/ribbon,3541,False,False,False,True,True
apache/rocketmq-externals,36288,False,False,False,True,True
yasserg/crawler4j,1186,False,False,False,False,False
bytedeco/javacpp,11006,False,True,True,True,True
981011512/--,17068,False,True,True,True,True
puniverse/quasar,80585,False,False,False,False,False
chentao0707/SimplifyReader,62804,False,False,False,False,False
javagrowing/JGrowing,2987,False,False,False,False,False
zhanghai/Douya,25350,False,False,False,False,False
go-lang-plugin-org/go-lang-idea-plugin,34753,False,False,False,False,False
RedSpider1/concurrent,12619,False,False,False,True,True
square/sqlbrite,754,False,False,False,False,False
danielzeller/Depth-LIB-Android-,3656,False,False,False,False,True
CalebFenton/simplify,103553,False,False,False,False,False
jdamcd/android-crop,2835,False,False,False,False,False
chewiebug/GCViewer,6761,False,False,False,True,True
oracle/opengrok,501223,True,True,True,True,True
alibaba/dexposed,1875,False,False,False,False,False
Flipboard/bottomsheet,363,False,False,False,False,False
castorflex/SmoothProgressBar,15681,False,False,False,False,False
JZ-Darkal/AndroidHttpCapture,5848,False,False,False,False,False
objectbox/objectbox-java,3040,True,True,True,True,True
hussien89aa/AndroidTutorialForBeginners,688,False,False,False,False,False
azkaban/azkaban,57554,False,False,False,False,False
phishman3579/java-algorithms-implementation,1487,False,False,False,False,False
HotBitmapGG/bilibili-android-client,113179,False,False,False,False,False
discord-jda/JDA,34057,True,True,True,True,True
tiann/epic,558,False,False,False,False,False
deepjavalibrary/djl,48756,True,True,True,True,True
JakeWharton/NineOldAndroids,1207,False,False,False,False,False
angryip/ipscan,117514,True,True,True,True,True
charles2gan/GDA-android-reversing-Tool,82285,False,False,False,False,False
janishar/android-mvp-architecture,6144,False,False,False,False,False
Meituan-Dianping/Robust,26253,False,False,False,False,False
square/android-times-square,1541,False,False,False,False,False
ant-media/Ant-Media-Server,1194957,True,True,True,True,True
rememberber/WePush,47382,False,False,False,False,True
Tencent/GT,21307,False,False,False,False,False
dromara/dynamic-tp,18228,True,True,True,True,True
dreamhead/moco,6078,False,False,False,False,True
airbnb/DeepLinkDispatch,2819,False,False,False,False,False
water8394/flink-recommandSystem-demo,4692,False,False,False,False,False
robinhood/ticker,1681,False,False,False,False,False
apache/shiro,30940,True,True,True,True,True
Ashok-Varma/BottomNavigation,3928,False,False,False,False,False
h2database/h2database,91034,False,True,True,True,True
PBH-BTN/PeerBanHelper,92684,True,True,True,True,True
awangdev/leet-code,7522,False,False,False,False,True
zongzibinbin/MallChat,2144,False,False,False,False,False
Freeyourgadget/Gadgetbridge,60912,False,False,False,True,True
jacoco/jacoco,11651,True,True,True,True,True
linhaojun857/aurora,5258,False,False,False,False,True
IoT-Technology/IoT-Technical-Guide,1361,False,False,False,False,False
pytorch/serve,126140,True,True,True,True,True
zhkl0228/unidbg,589512,False,True,True,True,True
gsantner/markor,37943,True,True,True,True,True
jeasonlzy/ImagePicker,21059,False,False,False,False,False
bingoogolapple/BGARefreshLayout-Android,7569,False,False,False,True,True
eirslett/frontend-maven-plugin,2198,False,False,False,True,True
mcxiaoke/android-volley,952,False,False,False,False,False
brianway/java-learning,800,False,False,False,False,False
aporter/coursera-android,22558,False,False,False,False,False
ongakuer/CircleIndicator,4407,False,False,False,False,False
dragonwell-project/dragonwell8,1046798,True,True,True,True,True
grantland/android-autofittextview,1190,False,False,False,False,False
bjmashibing/InternetArchitect,298764,False,False,False,False,False
ThirtyDegreesRay/OpenHub,10128,False,False,False,False,False
failsafe-lib/failsafe,1613,False,False,False,False,True
crate/crate,163725,True,True,True,True,True
ChadCSong/ShineButton,2525,False,False,False,False,False
TGX-Android/Telegram-X,44563,True,True,True,True,True
jitsi/jitsi,579397,False,True,True,True,True
camunda/camunda-bpm-platform,165449,True,True,True,True,True
codingapi/tx-lcn,14551,False,False,False,False,False
Snailclimb/guide-rpc-framework,4361,False,False,False,False,True
google/open-location-code,4818,True,True,True,True,True
mywalkb/LSPosed_mod,21897,False,False,False,False,True
yhaolpz/FloatWindow,1002,False,False,False,False,False
mybatis/spring-boot-starter,15376,True,True,True,True,True
hugeterry/CoordinatorTabLayout,11528,False,False,False,False,False
Jacksgong/JKeyboardPanelSwitch,24090,False,False,False,False,False
jboss-javassist/javassist,30583,False,False,False,False,True
jlegewie/zotfile,10517,False,False,False,False,False
powermock/powermock,5949,False,False,False,False,False
oddfar/campus-imaotai,3073,False,True,True,True,True
bingoogolapple/BGABanner-Android,40655,False,False,False,True,True
microsoft/malmo,28835,False,False,False,False,False
aws/aws-sdk-java,6603689,True,True,True,True,True
pedrovgs/AndroidWiFiADB,3109,False,False,False,False,False
bepass-org/oblivion,3270,False,False,False,True,True
dromara/hmily,3787,False,False,False,False,False
s4kibs4mi/java-developer-roadmap,4941,False,False,False,True,True
zendesk/maxwell,29723,True,True,True,True,True
nining377/dolby_beta,101223,False,False,False,False,False
dinuscxj/LoadingDrawable,13846,False,False,False,False,False
alibaba/Tangram-Android,1604,False,False,False,False,False
Manabu-GT/ExpandableTextView,4287,False,False,False,False,False
code4craft/tiny-spring,638,False,False,False,False,False
rubensousa/ViewPagerCards,105,False,False,False,False,False
qunarcorp/bistoury,32465,False,False,False,False,False
apache/streampark,62235,True,True,True,True,True
Aliucord/Aliucord,82456,True,True,True,True,True
pqpo/SmartCropper,249110,False,True,True,True,True
oblac/jodd,42823,False,False,False,False,False
201206030/novel-plus,42343,True,True,True,True,True
kermitt2/grobid,1688291,True,True,True,True,True
DTStack/chunjun,132442,False,False,True,True,True
luckybilly/CC,32435,False,False,False,False,False
alibaba/fastjson2,130534,True,True,True,True,True
geoserver/geoserver,321839,True,True,True,True,True
oldmanpushcart/greys-anatomy,1769,False,False,False,False,False
xcltapestry/XCL-Charts,127035,False,False,False,False,False
apache/dubbo-admin,14309,True,True,True,True,True
BoltsFramework/Bolts-Android,476,False,False,False,False,False
Yalantis/Phoenix,663,False,False,False,False,False
lcodecorex/TwinklingRefreshLayout,82617,False,False,False,False,False
makovkastar/FloatingActionButton,11228,False,False,False,False,False
Piasy/BigImageViewer,55900,False,False,False,False,False
orhanobut/hawk,967,False,False,False,False,False
qstumn/BadgeView,9326,False,False,False,False,False
jbloch/effective-java-3e-source-code,89,False,False,False,False,False
mercyblitz/tech-weekly,19558,False,True,True,True,True
knowm/XChange,50815,True,True,True,True,True
jMonkeyEngine/jmonkeyengine,986435,True,True,True,True,True
binIoter/GuideView,7068,False,False,False,False,False
NotFound9/interviewGuide,62214,False,False,False,False,False
jetty/jetty.project,269302,True,True,True,True,True
JeremyLiao/LiveEventBus,2678,False,False,False,False,False
zzhoujay/RichText,2485,False,False,False,False,False
rovo89/XposedInstaller,18977,False,False,False,False,False
JoanZapata/android-iconify,3689,False,False,False,False,False
rengwuxian/RxJavaSamples,4613,False,False,False,False,False
awaitility/awaitility,1377,False,False,False,True,True
linyiqun/DataMiningAlgorithm,535,False,False,False,False,False
fishercoder1534/Leetcode,11959,False,True,True,True,True
bluelinelabs/Conductor,3764,False,False,False,False,False
JabRef/jabref,242415,True,True,True,True,True
PaperMC/Folia,6558,True,True,True,True,True
databricks/learning-spark,370,False,False,False,False,False
bitcoin-wallet/bitcoin-wallet,42022,False,False,True,True,True
alibaba/jstorm,108125,False,False,False,False,False
promeG/TinyPinyin,619,False,False,False,False,True
tronprotocol/java-tron,212403,True,True,True,True,True
RipMeApp/ripme,5287,False,True,True,True,True
pingfangushi/screw,2092,False,False,False,False,False
JavaNoober/BackgroundLibrary,14430,False,False,False,False,False
sofastack/sofa-rpc,4245,True,True,True,True,True
SuperMonster003/AutoJs6,312293,True,True,True,True,True
Exrick/xboot,5309,False,False,False,False,False
lukas-krecan/ShedLock,8287,True,True,True,True,True
syncthing/syncthing-android,23375,False,False,False,True,True
amirzaidi/Launcher3,129066,False,False,False,False,False
LibrePDF/OpenPDF,38668,True,True,True,True,True
vipulasri/Timeline-View,23276,False,False,False,True,True
VaughnVernon/IDDD_Samples,546,False,False,False,False,False
lilishop/lilishop,49094,False,True,True,True,True
wendux/DSBridge-Android,902,False,False,False,False,False
shuzijun/leetcode-editor,30927,False,False,False,False,True
aurelhubert/ahbottomnavigation,5644,False,False,False,False,False
MiguelCatalan/MaterialSearchView,4665,False,False,False,False,False
googlesamples/mlkit,47659,True,True,True,True,True
uknownothingsnow/CircleProgress,2538,False,False,False,False,False
karma9874/AndroRAT,40789,False,False,False,False,False
yanzhenjie/AndServer,6648,False,False,False,False,False
torakiki/pdfsam,15485,True,True,True,True,True
sunfusheng/MarqueeView,12351,False,False,False,False,False
ZHENFENG13/My-Blog,30373,False,False,False,False,False
mpusher/mpush,2595,False,False,False,False,False
react-native-share/react-native-share,12830,True,True,True,True,True
lygttpod/SuperTextView,25933,False,False,False,False,False
JFormDesigner/FlatLaf,21582,True,True,True,True,True
tencentmusic/supersonic,87348,True,True,True,True,True
mcxtzhang/SwipeDelMenuLayout,5660,False,False,False,False,False
kubernetes-client/java,54702,True,True,True,True,True
Ereza/CustomActivityOnCrash,622,False,False,False,False,False
roboguice/roboguice,70278,False,False,False,False,False
uber/NullAway,6999,True,True,True,True,True
timehop/sticky-headers-recyclerview,337,False,False,False,False,False
andOTP/andOTP,13870,False,False,False,False,False
CameraKit/blurkit-android,6270,False,False,False,False,False
google/bundletool,10812,False,False,True,True,True
MovingBlocks/Terasology,305847,False,True,True,True,True
willowtreeapps/spruce-android,8169,False,False,False,False,False
Catfriend1/syncthing-android,32004,True,True,True,True,True
shopizer-ecommerce/shopizer,566507,False,False,True,True,True
Atmosphere/atmosphere,113410,False,False,False,True,True
ethanhua/Skeleton,17001,False,False,False,False,False
stfalcon-studio/ChatKit,6136,False,False,False,False,False
zhpanvip/BannerViewPager,134102,True,True,True,True,True
ryanhoo/StylishMusicPlayer,2929,False,False,False,False,False
Querz/mcaselector,23606,False,True,True,True,True
iterate-ch/cyberduck,642143,True,True,True,True,True
apache/kylin,573356,False,True,True,True,True
watabou/pixel-dungeon,8161,False,False,False,False,False
ByteLegend/ByteLegend,71743,False,False,False,False,False
yanzhenjie/NoHttp,54486,False,False,False,False,False
sofastack/sofa-jraft,3149,True,True,True,True,True
liuyubobobo/Play-with-Algorithms,112003,False,False,False,False,False
yangfuhai/ASimpleCache,719,False,False,False,False,False
JCTools/JCTools,7891,False,False,False,False,True
lisawray/groupie,678,False,False,False,False,False
google/rejoiner,793,False,False,False,False,False
Dimezis/BlurView,13459,False,False,True,True,True
RoaringBitmap/RoaringBitmap,90648,False,True,True,True,True
linkedin/databus,51191,False,False,False,False,False
KunMinX/Linkage-RecyclerView,761,False,False,False,False,False
fesh0r/fernflower,7096,True,True,True,True,True
spotbugs/spotbugs,146690,True,True,True,True,True
M66B/FairEmail,1107426,True,True,True,True,True
networknt/light-4j,12099,True,True,True,True,True
dingjikerbo/Android-BluetoothKit,3989,False,False,False,False,False
undertow-io/undertow,27375,True,True,True,True,True
jishenghua/jshERP,63422,True,True,True,True,True
litesuits/android-common,594,False,False,False,False,False
jtablesaw/tablesaw,66274,False,True,True,True,True
PlexPt/chatgpt-java,464,False,False,False,True,True
camunda/camunda,608386,True,True,True,True,True
helidon-io/helidon,112112,True,True,True,True,True
alibaba/spring-ai-alibaba,88811,True,True,True,True,True
apache/incubator-heron,183934,False,False,False,False,False
grpc-ecosystem/grpc-spring,3936,True,True,True,True,True
lihangleo2/ShadowLayout,4204,False,False,False,True,True
coderbruis/JavaSourceCodeLearning,8297,False,False,False,False,False
rockerhieu/emojicon,9713,False,False,False,False,False
rbmonster/learning-note,67617,False,False,False,True,True
alibaba/Alink,18863,False,False,False,False,True
huburt-Hu/NewbieGuide,795,False,False,False,False,False
gh0stkey/HaE,11045,True,True,True,True,True
tyrantgit/ExplosionField,1570,False,False,False,False,False
spockframework/spock,34921,True,True,True,True,True
dongjunkun/DropDownMenu,14892,False,False,False,False,False
FasterXML/jackson-databind,82287,True,True,True,True,True
kikoso/android-stackblur,6716,False,False,False,False,False
yacy/yacy_search_server,827258,False,True,True,True,True
dtinit/data-transfer-project,10510,True,True,True,True,True
davideas/FlexibleAdapter,10850,False,False,False,False,False
googlemaps/android-maps-utils,18224,True,True,True,True,True
vert-x3/vertx-examples,52011,True,True,True,True,True
ReChronoRain/HyperCeiler,60382,True,True,True,True,True
WVector/AppUpdate,50788,False,False,False,False,False
JakeWharton/ThreeTenABP,431,False,False,True,True,True
hmkcode/Android,1841,False,False,False,False,False
microservices-patterns/ftgo-application,1010,False,False,True,True,True
code4craft/netty-learning,3362,False,False,False,False,False
tchiotludo/akhq,36874,True,True,True,True,True
dropbox/hackpad,110132,False,False,False,False,False
bilibili/MagicaSakura,3043,False,False,False,False,False
spring-io/initializr,10954,True,True,True,True,True
Mojang/brigadier,470,False,False,False,False,True
johncarl81/parceler,1565,False,False,False,False,False
javahuang/SurveyKing,87973,False,False,False,False,True
arimorty/floatingsearchview,7915,False,False,False,False,False
luontola/retrolambda,1063,False,False,False,False,False
AsamK/signal-cli,5764,True,True,True,True,True
mbechler/marshalsec,469,False,False,False,True,True
andremion/Music-Player,24772,False,False,False,False,False
lsjwzh/RecyclerViewPager,3248,False,False,False,False,False
nytimes/Store,2538,False,False,False,False,False
codeestX/GeekNews,83845,False,False,False,False,False
fabric8io/kubernetes-client,516111,True,True,True,True,True
baoyongzhang/SwipeMenuListView,1854,False,False,False,False,False
fyhertz/libstreaming,1537,False,False,False,False,False
anggrayudi/android-hidden-api,334972,False,False,False,True,True
dariuszseweryn/RxAndroidBle,2923,False,False,False,False,True
spring-cloud/spring-cloud-kubernetes,58669,True,True,True,True,True
IrisShaders/Iris,58317,True,True,True,True,True
KingJA/LoadSir,4024,False,False,False,False,False
immutables/immutables,12838,True,True,True,True,True
lenve/JavaEETest,27714,False,False,False,False,False
apache/logging-log4j2,129278,True,True,True,True,True
OpenHFT/Chronicle-Queue,29888,False,True,True,True,True
Netflix/maestro,1615,True,True,True,True,True
ittianyu/BottomNavigationViewEx,1770,False,False,False,False,False
rubensousa/PreviewSeekBar,63625,False,False,False,False,False
Creators-of-Create/Create,88319,True,True,True,True,True
cSploit/android,39651,False,False,False,False,False
ferredoxin/QNotified,8766,False,False,False,False,False
Grt1228/chatgpt-java,466,False,False,False,False,False
LinShunKang/MyPerf4J,1152,False,True,True,True,True
blossom-editor/blossom,63128,False,False,True,True,True
crossoverJie/SSM,4404,False,False,False,False,False
phodal/migration,6167,False,False,False,False,False
DataLinkDC/dinky,38218,True,True,True,True,True
alamkanak/Android-Week-View,814,False,False,False,False,False
AxonFramework/AxonFramework,57120,True,True,True,True,True
guolindev/giffun,7432,False,False,False,False,False
springdoc/springdoc-openapi,10246,True,True,True,True,True
xcc3641/SeeWeather,16083,False,False,False,False,False
HelloWorld521/Java,28772,False,False,False,False,False
sherxon/AlgoDS,1585,False,False,False,False,False
Netflix/concurrency-limits,826,False,False,False,False,True
openhab/openhab1-addons,244412,False,False,False,False,False
uncle-novel/uncle-novel,90990,False,False,False,False,False
GitLqr/LQRWeChat,120743,False,False,False,False,False
TNG/ArchUnit,17145,True,True,True,True,True
eclipse-openj9/openj9,193980,True,True,True,True,True
woxingxiao/BubbleSeekBar,43994,False,False,False,False,False
rom1v/sndcpy,171,False,False,False,False,False
google/volley,1423,False,False,False,True,True
yigit/android-priority-jobqueue,14756,False,False,False,False,False
apache/incubator-kie-optaplanner,243927,True,True,True,True,True
kevinsawicki/http-request,1678,False,False,False,False,False
WinterChenS/my-site,6361,False,True,True,True,True
nICEnnnnnnnLee/BilibiliDown,52803,False,False,False,True,True
avast/android-butterknife-zelezny,748,False,False,False,False,False
uber/AutoDispose,12520,False,False,False,False,True
apache/linkis,91377,True,True,True,True,True
abel533/MyBatis-Spring-Boot,152,False,False,False,False,False
getActivity/Toaster,55688,True,True,True,True,True
dromara/liteflow,10217,True,True,True,True,True
Devo919/Gewechat,424,True,True,True,True,True
cropsly/ffmpeg-android-java,90083,False,False,False,False,False
1024-lab/smart-admin,36073,True,True,True,True,True
